,epoch,Train_Loss,Valid_Loss,Valid_jaccard,Valid_dice,model_file
38,39,0.21541148509298053,0.2292721023162206,0.13932104408740997,0.20904123783111572,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-39-8.pth
39,40,0.21679713896342687,0.23242650429407755,0.15140663087368011,0.22347436845302582,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-40-8.pth
40,41,0.21756395612444196,0.2386266522937351,0.131715327501297,0.19681651890277863,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-41-8.pth
41,42,0.22332290496144977,0.23300961322254604,0.1463356614112854,0.21782779693603516,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-42-8.pth
42,43,0.21713322401046753,0.23166138099299538,0.15359380841255188,0.2279382348060608,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-43-8.pth
43,44,0.21852502588714873,0.23218252427048153,0.13989251852035522,0.20907317101955414,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-44-8.pth
44,45,0.213527555337974,0.22412628100978005,0.14997421205043793,0.22204604744911194,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-45-8.pth
45,46,0.2105265532221113,0.2288101613521576,0.16755376756191254,0.24308930337429047,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-46-8.pth
46,47,0.21702128435884202,0.23099451429314083,0.167609304189682,0.24593853950500488,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-47-8.pth
47,48,0.22931469082832337,0.2439170993036694,0.09425416588783264,0.14881083369255066,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-48-8.pth
48,49,0.2191205859184265,0.2347703758213255,0.10331150144338608,0.16091814637184143,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-49-8.pth
49,50,0.21580719309193747,0.2229317757818434,0.16652105748653412,0.24715270102024078,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-50-8.pth
50,51,0.21559726553303854,0.22796040773391724,0.18529489636421204,0.2685914933681488,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-51-8.pth
51,52,0.20939163523060936,0.21973668701118892,0.17178016901016235,0.2510930299758911,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-52-8.pth
52,53,0.2045614676816123,0.2227598958545261,0.2043328434228897,0.290475994348526,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-53-8.pth
53,54,0.208428607242448,0.22246675358878243,0.1791953444480896,0.25833529233932495,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-54-8.pth
54,55,0.21248804415975298,0.22357709374692705,0.1640145182609558,0.23995868861675262,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-55-8.pth
55,56,0.20549721313374383,0.22267079022195604,0.14860883355140686,0.22068382799625397,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-56-8.pth
56,57,0.21010624979223524,0.22363755769199795,0.16247473657131195,0.2371615320444107,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-57-8.pth
57,58,0.20652603592191424,0.22055468459924063,0.17777466773986816,0.2559029757976532,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-58-8.pth
58,59,0.20009926387241908,0.2177036272154914,0.21665270626544952,0.3043128252029419,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-59-8.pth
59,60,0.20127585785729543,0.21570316784911686,0.2062249332666397,0.2913764715194702,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-60-8.pth
60,61,0.2001106185572488,0.21592326793405744,0.2109462171792984,0.2971630394458771,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-61-8.pth
61,62,0.1960712092263358,0.2161341922150718,0.23071449995040894,0.32081156969070435,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-62-8.pth
62,63,0.1967869452067784,0.2170279191599952,0.18802882730960846,0.27029332518577576,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-63-8.pth
63,64,0.19029140089239394,0.2152218239174949,0.21632127463817596,0.30342280864715576,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-64-8.pth
64,65,0.19331098837511881,0.21607870360215506,0.20609894394874573,0.2923126220703125,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-65-8.pth
65,66,0.19745122769049236,0.21918945180045235,0.23834273219108582,0.32840296626091003,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-66-8.pth
66,67,0.19299455966268267,0.21140784521897635,0.2406432032585144,0.3304539918899536,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-67-8.pth
67,68,0.19644553661346437,0.21300508744186825,0.23033708333969116,0.3204396069049835,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-68-8.pth
68,69,0.19137735004935946,0.21013140512837303,0.25226449966430664,0.34417489171028137,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-69-8.pth
69,70,0.18535421724830356,0.20830575128396353,0.18728071451187134,0.2679182291030884,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-70-8.pth
70,71,0.18936669571059092,0.21087510221534306,0.23630912601947784,0.326137900352478,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-71-8.pth
71,72,0.18101617033992495,0.21102918518914116,0.25677070021629333,0.34955453872680664,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-72-8.pth
72,73,0.18506116718053817,0.21104151838355595,0.23992639780044556,0.32963135838508606,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-73-8.pth
73,74,0.1920038661786488,0.20784052875306872,0.22722476720809937,0.31445783376693726,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-74-8.pth
74,75,0.1747464214052473,0.2078959345817566,0.2422972321510315,0.3328876197338104,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-75-8.pth
75,76,0.18592247047594615,0.2026816556851069,0.21809165179729462,0.30398181080818176,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-76-8.pth
76,77,0.1847724344049181,0.21194264623853895,0.24542413651943207,0.3362371027469635,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-77-8.pth
77,78,0.1790182569197246,0.20520587265491486,0.23952671885490417,0.32960593700408936,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-78-8.pth
78,79,0.17311144258294786,0.20578052600224814,0.24814197421073914,0.33920079469680786,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-79-8.pth
79,80,0.18892405458859035,0.20399464666843414,0.22459475696086884,0.3096524477005005,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-80-8.pth
80,81,0.173251839194979,0.1993093639612198,0.2402523159980774,0.3286394476890564,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-81-8.pth
81,82,0.17316293546131678,0.20334283179706997,0.21877683699131012,0.303533673286438,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-82-8.pth
82,83,0.1755725132567542,0.2109260939889484,0.19668486714363098,0.27917957305908203,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-83-8.pth
83,84,0.1722554081252643,0.2104155504041248,0.16852445900440216,0.24423567950725555,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-84-8.pth
84,85,0.16983370738370077,0.2069922685623169,0.23629052937030792,0.3243371546268463,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-85-8.pth
85,86,0.17532425267355783,0.1987473252746794,0.25446635484695435,0.34302079677581787,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-86-8.pth
86,87,0.17154270921434675,0.2042138460609648,0.24994145333766937,0.3380385637283325,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-87-8.pth
87,88,0.17100096642971038,0.19922835297054714,0.23926009237766266,0.3250815272331238,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-88-8.pth
88,89,0.17105793931654523,0.20281379090415108,0.23180828988552094,0.31957927346229553,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-89-8.pth
89,90,0.16802505999803544,0.211510279112392,0.2699660062789917,0.3647836744785309,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-90-8.pth
90,91,0.16115871582712446,0.20507297250959608,0.2623014450073242,0.3558851182460785,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-91-8.pth
91,92,0.1628853174192565,0.20344916648334926,0.26987403631210327,0.3645458519458771,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-92-8.pth
92,93,0.16064228521926063,0.20487082832389408,0.26185595989227295,0.3545617163181305,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-93-8.pth
93,94,0.15732413062027523,0.19924419621626535,0.24845702946186066,0.33744537830352783,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-94-8.pth
94,95,0.15325604506901333,0.20461573203404745,0.2446065992116928,0.3355357050895691,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-95-8.pth
95,96,0.15012589629207337,0.205370103319486,0.2696478068828583,0.36452388763427734,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-96-8.pth
96,97,0.16406595877238683,0.2023076100481881,0.2545144259929657,0.3471784293651581,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-97-8.pth
97,98,0.15514265809740338,0.19953939649793836,0.25094687938690186,0.3420790135860443,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-98-8.pth
98,99,0.15169171499354497,0.20355243649747637,0.22709880769252777,0.31486940383911133,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-99-8.pth
99,100,0.1511239379644394,0.19662249088287354,0.250701367855072,0.34069347381591797,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-100-8.pth
100,101,0.1473422748701913,0.20581070499287712,0.21464568376541138,0.30174359679222107,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-101-8.pth
101,102,0.14521117955446244,0.19574358231491512,0.23510892689228058,0.3230708837509155,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-102-8.pth
102,103,0.14754660065685,0.2024261107047399,0.23357254266738892,0.32373031973838806,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-103-8.pth
103,104,0.153703097147601,0.201060950756073,0.22676102817058563,0.31365081667900085,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-104-8.pth
104,105,0.14366363670144763,0.19947982827822366,0.25210094451904297,0.34613096714019775,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-105-8.pth
105,106,0.14032035278422492,0.20586022403505114,0.2334921658039093,0.3246420621871948,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-106-8.pth
106,107,0.13989557794162205,0.21595491137769487,0.23525197803974152,0.3273576498031616,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-107-8.pth
107,108,0.13682036059243338,0.2088998837603463,0.24380820989608765,0.3397797644138336,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-108-8.pth
108,109,0.1335933642727988,0.2117779536379708,0.2570602595806122,0.35305100679397583,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-109-8.pth
109,110,0.13186939848320825,0.2152889006667667,0.24298620223999023,0.33758264780044556,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-110-8.pth
110,111,0.13301581484930855,0.2059843192497889,0.23549877107143402,0.32807010412216187,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-111-8.pth
111,112,0.12568556368350983,0.21147511568334368,0.254443883895874,0.35193702578544617,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-112-8.pth
112,113,0.12588981283562525,0.22657959991031223,0.2310202419757843,0.32607781887054443,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-113-8.pth
113,114,0.12534193503005164,0.21857395271460214,0.2539159059524536,0.3520066440105438,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-114-8.pth
114,115,0.1308328166604042,0.22321653200520408,0.19650092720985413,0.28398144245147705,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-115-8.pth
115,116,0.1292303313102041,0.225839720831977,0.27842357754707336,0.38445913791656494,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-116-8.pth
116,117,0.1239126022372927,0.23452590737077925,0.269299179315567,0.37246963381767273,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-117-8.pth
117,118,0.12110668420791626,0.23440496789084542,0.25751590728759766,0.35546982288360596,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-118-8.pth
118,119,0.1236725749714034,0.2382704433467653,0.2687861919403076,0.36751025915145874,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-119-8.pth
119,120,0.1260663187929562,0.23052702181869084,0.2748850882053375,0.37665072083473206,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-120-8.pth
120,121,0.11702676287719181,0.223892695373959,0.2689332664012909,0.3703095018863678,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-121-8.pth
121,122,0.10920893134815353,0.22701694236861336,0.2683219313621521,0.3668232858181,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-122-8.pth
122,123,0.10913824481623513,0.22120333380169338,0.26607564091682434,0.3665814697742462,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-123-8.pth
123,124,0.10929766914674215,0.22816029025448692,0.27392783761024475,0.3748680353164673,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-124-8.pth
124,125,0.12573887641940798,0.22170803447564444,0.28180062770843506,0.3862179219722748,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-125-8.pth
125,126,0.1129207193851471,0.22855639126565722,0.2597314715385437,0.3582071363925934,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-126-8.pth
126,127,0.10859086087771824,0.23094310528702205,0.27852004766464233,0.38275718688964844,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-127-8.pth
127,128,0.10805061033793859,0.23212855723169115,0.2814415693283081,0.38885170221328735,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-128-8.pth
128,129,0.11277644133993557,0.24513859881295097,0.2921964228153229,0.399089515209198,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-129-8.pth
129,130,0.10861743475709643,0.23525040017233956,0.2899898290634155,0.3976828157901764,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-130-8.pth
130,131,0.11550958518471037,0.2216961748070187,0.2719841003417969,0.37457790970802307,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-131-8.pth
131,132,0.11323377128158296,0.23256470263004303,0.27672258019447327,0.37886109948158264,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-132-8.pth
132,133,0.12055882151637759,0.25971199572086334,0.296863853931427,0.40511059761047363,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-133-8.pth
133,134,0.12678025982209615,0.28053048253059387,0.3027662932872772,0.4113368093967438,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-134-8.pth
134,135,0.13531163643513408,0.23053032159805298,0.29658642411231995,0.40850675106048584,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-135-8.pth
135,136,0.12719061438526427,0.21518562568558586,0.26987701654434204,0.37122365832328796,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-136-8.pth
136,137,0.10650603781853403,0.25179673896895516,0.29090800881385803,0.39845287799835205,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-137-8.pth
137,138,0.10747994450586183,0.23035198118951586,0.26238447427749634,0.36243873834609985,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-138-8.pth
138,139,0.09965289788586752,0.24654531478881836,0.2646050751209259,0.3642001152038574,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-139-8.pth
139,140,0.10418306440114974,0.23990500966707864,0.2597006559371948,0.3643231987953186,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-140-8.pth
140,141,0.10296971457345146,0.2481248892015881,0.29677191376686096,0.41187646985054016,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-141-8.pth
141,142,0.09234592627201761,0.2582293897867203,0.2695513367652893,0.37628233432769775,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-142-8.pth
142,143,0.09180214798876217,0.2697170509232415,0.2834584712982178,0.3967348635196686,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-143-8.pth
143,144,0.09194747273411069,0.2638475000858307,0.2918884754180908,0.4047280550003052,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-144-8.pth
144,145,0.09267764315009117,0.27945560382472145,0.2829558849334717,0.3917366564273834,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-145-8.pth
145,146,0.0829057868037905,0.28679727680153316,0.28667011857032776,0.400673508644104,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-146-8.pth
146,147,0.08316585708941732,0.28410129911369747,0.2908755838871002,0.40340322256088257,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-147-8.pth
147,148,0.08468869999051094,0.27665574683083427,0.28918299078941345,0.4023541510105133,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-148-8.pth
148,149,0.07399760314396449,0.28119280603196883,0.285173624753952,0.39920833706855774,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-149-8.pth
149,150,0.07599684329969543,0.3048711319764455,0.2744666039943695,0.38374125957489014,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-150-8.pth
150,151,0.07762241469962257,0.28023186326026917,0.29881203174591064,0.4153923988342285,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-151-8.pth
151,152,0.07587504152740751,0.2937782605489095,0.28722986578941345,0.40006428956985474,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-152-8.pth
152,153,0.0769219088767256,0.3046827945444319,0.274659126996994,0.38537508249282837,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-153-8.pth
153,154,0.07815715000033378,0.2927403748035431,0.2824898958206177,0.39424243569374084,./model_weights_effunetb0_no_sch_orgsize_bin_class/effnetb0_unet-0.0001-No-154-8.pth
